conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,casefolding,cleanedtext,stopwordremoved,stemmingtext,tokenize
1795888692784976075,Wed May 29 18:43:25 +0000 2024,8,Thread korporat mba fira di layoff krn drpd di parkirkan saja tapi terima gaji (fitnah) image mas sayyid jelek karena selalu mencak-mencak ternyata dese ada hutang sama mas radhevan blio kelilit pinjol tapi tas prada nya segudang https://t.co/EN73S2x8VK,1795888692784976075,https://pbs.twimg.com/media/GOxHNXBbkAAJLDi.jpg,,in,,4,2,1,https://x.com/JATlNANGOR/status/1795888692784976075,186701646,JATlNANGOR,thread korporat mba fira di layoff krn drpd di parkirkan saja tapi terima gaji (fitnah) image mas sayyid jelek karena selalu mencak-mencak ternyata dese ada hutang sama mas radhevan blio kelilit pinjol tapi tas prada nya segudang https://t.co/en73s2x8vk,thread korporat mba fira di layoff krn drpd di parkirkan saja tapi terima gaji  fitnah  image mas sayyid jelek karena selalu mencak mencak ternyata dese ada hutang sama mas radhevan blio kelilit pinjol tapi tas prada nya segudang,thread korporat mba fira layoff krn drpd parkirkan terima gaji fitnah image mas sayyid jelek mencak mencak dese hutang mas radhevan blio kelilit pinjol tas prada segudang,thread korporat mba fira layoff krn drpd parkir terima gaji fitnah image mas sayyid jelek mencak mencak dese hutang mas radhevan blio lilit pinjol tas prada gudang,"['thread', 'korporat', 'mba', 'fira', 'layoff', 'krn', 'drpd', 'parkir', 'terima', 'gaji', 'fitnah', 'image', 'mas', 'sayyid', 'jelek', 'mencak', 'mencak', 'dese', 'hutang', 'mas', 'radhevan', 'blio', 'lilit', 'pinjol', 'tas', 'prada', 'gudang']"
1798185934741262347,Wed Jun 05 02:51:50 +0000 2024,144,Foto ala daftar Pinjol kode main di Persib kah ke depannya? https://t.co/v2wDnsTVUI,1798185934741262347,https://pbs.twimg.com/media/GPRwk2kakAAZGwV.jpg,,in,Ngadi King of The South,3,25,18,https://x.com/MafiaWasit/status/1798185934741262347,2794327166,MafiaWasit,foto ala daftar pinjol kode main di persib kah ke depannya? https://t.co/v2wdnstvui,foto ala daftar pinjol kode main di persib kah ke depannya,foto ala daftar pinjol kode main persib depannya,foto ala daftar pinjol kode main persib depan,"['foto', 'ala', 'daftar', 'pinjol', 'kode', 'main', 'persib', 'depan']"
1798188195240386932,Wed Jun 05 03:00:49 +0000 2024,15,Laahhhhh BUMN aja pinjol trus apa kabar Sumanto William? https://t.co/MJxnlfpnz6 https://t.co/wbomSQ69CR,1798188195240386932,https://pbs.twimg.com/media/GPRynwEbwAEQt3e.jpg,,in,"Bali, Indonesia",1,6,8,https://x.com/T0M5helby/status/1798188195240386932,1426438140202348546,T0M5helby,laahhhhh bumn aja pinjol trus apa kabar sumanto william? https://t.co/mjxnlfpnz6 https://t.co/wbomsq69cr,laahhhhh bumn aja pinjol trus apa kabar sumanto william,laahhhhh bumn pinjol trus kabar sumanto william,laahhhhh bumn pinjol trus kabar sumanto william,"['laahhhhh', 'bumn', 'pinjol', 'trus', 'kabar', 'sumanto', 'william']"
1798031323925495850,Tue Jun 04 16:37:28 +0000 2024,2395,BUMN terjerat Pinjol. Bunyinya kaya becanda kan? Tapi ya beneran hanya di Republik HomPimPah. BUMN Indofarma berantakan keuangannya segala jenis sampe laporannya perlu dimanipulasi. Untuk nutup cash flow transaksi fiktifnya manajemen pake Pinjol. Baru ketauan sekarang ,1798031323925495850,,,in,,151,74,879,https://x.com/_haye_/status/1798031323925495850,753553855,_haye_,bumn terjerat pinjol. bunyinya kaya becanda kan? tapi ya beneran hanya di republik hompimpah. bumn indofarma berantakan keuangannya segala jenis sampe laporannya perlu dimanipulasi. untuk nutup cash flow transaksi fiktifnya manajemen pake pinjol. baru ketauan sekarang ,bumn terjerat pinjol  bunyinya kaya becanda kan  tapi ya beneran hanya di republik hompimpah  bumn indofarma berantakan keuangannya segala jenis sampe laporannya perlu dimanipulasi  untuk nutup cash flow transaksi fiktifnya manajemen pake pinjol  baru ketauan sekarang,bumn terjerat pinjol bunyinya kaya becanda beneran republik hompimpah bumn indofarma berantakan keuangannya jenis sampe laporannya dimanipulasi nutup cash flow transaksi fiktifnya manajemen pake pinjol ketauan,bumn jerat pinjol bunyi kaya becanda beneran republik hompimpah bumn indofarma beranta uang jenis sampe lapor manipulasi nutup cash flow transaksi fiktif manajemen pake pinjol tau,"['bumn', 'jerat', 'pinjol', 'bunyi', 'kaya', 'becanda', 'beneran', 'republik', 'hompimpah', 'bumn', 'indofarma', 'beranta', 'uang', 'jenis', 'sampe', 'lapor', 'manipulasi', 'nutup', 'cash', 'flow', 'transaksi', 'fiktif', 'manajemen', 'pake', 'pinjol', 'tau']"
1796864418804084951,Sat Jun 01 11:20:39 +0000 2024,17, jadi yaudah gue jalanin aja. Sampe akhirnya sebelum gue sampe dia nelpon gue minjem uang terus gua gaada uang dia pengen pinjem pinjol gue. Awalnya ragu tapi dia ngasih ss income dia jadi bingung nih akhirnya gue kasih pinjem pinjol gua. https://t.co/atjXA4zj7S,1796864431659659728,https://pbs.twimg.com/media/GO--rFobEAA-P-i.jpg,iniibryan,in,"Bangka, Bangka Belitung",8,3,3,https://x.com/iniibryan/status/1796864431659659728,1708897083456188416,iniibryan, jadi yaudah gue jalanin aja. sampe akhirnya sebelum gue sampe dia nelpon gue minjem uang terus gua gaada uang dia pengen pinjem pinjol gue. awalnya ragu tapi dia ngasih ss income dia jadi bingung nih akhirnya gue kasih pinjem pinjol gua. https://t.co/atjxa4zj7s,jadi yaudah gue jalanin aja  sampe akhirnya sebelum gue sampe dia nelpon gue minjem uang terus gua gaada uang dia pengen pinjem pinjol gue  awalnya ragu tapi dia ngasih ss income dia jadi bingung nih akhirnya gue kasih pinjem pinjol gua,yaudah gue jalanin sampe gue sampe nelpon gue minjem uang gaada uang pengen pinjem pinjol gue ragu ngasih ss income bingung gue kasih pinjem pinjol,yaudah gue jalanin sampe gue sampe nelpon gue minjem uang gaada uang ken pinjem pinjol gue ragu ngasih ss income bingung gue kasih pinjem pinjol,"['yaudah', 'gue', 'jalanin', 'sampe', 'gue', 'sampe', 'nelpon', 'gue', 'minjem', 'uang', 'gaada', 'uang', 'ken', 'pinjem', 'pinjol', 'gue', 'ragu', 'ngasih', 'ss', 'income', 'bingung', 'gue', 'kasih', 'pinjem', 'pinjol']"
1795331918118207580,Tue May 28 05:50:59 +0000 2024,4, tmn gue akunnya dipake pinjol sm tmnnya dan dia skrg dikejar kejar pinjol. dia ngemis2 minta ditalangi buat bulan ini tapi tmn gue ini pernah pinjem di gua 400rb ga dibalikin. jujur gue udh nolak tp dia maksa trs sampe skrg https://t.co/nPsj880SO6,1795331918118207580,https://pbs.twimg.com/media/GOpM3QDbYAAJVx6.jpg,,in,Indonesia,1,7,1,https://x.com/tanyarlfes/status/1795331918118207580,1371650588,tanyarlfes, tmn gue akunnya dipake pinjol sm tmnnya dan dia skrg dikejar kejar pinjol. dia ngemis2 minta ditalangi buat bulan ini tapi tmn gue ini pernah pinjem di gua 400rb ga dibalikin. jujur gue udh nolak tp dia maksa trs sampe skrg https://t.co/npsj880so6,tmn gue akunnya dipake pinjol sm tmnnya dan dia skrg dikejar kejar pinjol  dia ngemis minta ditalangi buat bulan ini tapi tmn gue ini pernah pinjem di gua rb ga dibalikin  jujur gue udh nolak tp dia maksa trs sampe skrg,tmn gue akunnya dipake pinjol sm tmnnya skrg dikejar kejar pinjol ngemis ditalangi tmn gue pinjem rb ga dibalikin jujur gue nolak tp maksa trs sampe skrg,tmn gue akun dipake pinjol sm tmnnya skrg kejar kejar pinjol ngemis talang tmn gue pinjem rb ga dibalikin jujur gue nolak tp maksa trs sampe skrg,"['tmn', 'gue', 'akun', 'dipake', 'pinjol', 'sm', 'tmnnya', 'skrg', 'kejar', 'kejar', 'pinjol', 'ngemis', 'talang', 'tmn', 'gue', 'pinjem', 'rb', 'ga', 'dibalikin', 'jujur', 'gue', 'nolak', 'tp', 'maksa', 'trs', 'sampe', 'skrg']"
1797385785081278927,Sun Jun 02 21:52:19 +0000 2024,30396,JANGAN PERNAH PINJEMIN ATAU AMBIL PINJOL UNTUK ORANG LAIN!! Gue akuin gue bodoh cuma karena rasa hutang budi. Gue jadi susah sendiri sekarang. Mungkin kalo ada yang kenal bisa tolong bantu tagihin. Gue diblokir semua soalnya.,1797385785081278927,,,in,TGR-JKT-CRB,835,287,5750,https://x.com/_anakpolos/status/1797385785081278927,2445871479,_anakpolos,jangan pernah pinjemin atau ambil pinjol untuk orang lain!! gue akuin gue bodoh cuma karena rasa hutang budi. gue jadi susah sendiri sekarang. mungkin kalo ada yang kenal bisa tolong bantu tagihin. gue diblokir semua soalnya.,jangan pernah pinjemin atau ambil pinjol untuk orang lain   gue akuin gue bodoh cuma karena rasa hutang budi  gue jadi susah sendiri sekarang  mungkin kalo ada yang kenal bisa tolong bantu tagihin  gue diblokir semua soalnya,pinjemin ambil pinjol orang gue akuin gue bodoh hutang budi gue susah kenal bantu tagihin gue diblokir,pinjemin ambil pinjol orang gue akuin gue bodoh hutang budi gue susah kenal bantu tagihin gue blokir,"['pinjemin', 'ambil', 'pinjol', 'orang', 'gue', 'akuin', 'gue', 'bodoh', 'hutang', 'budi', 'gue', 'susah', 'kenal', 'bantu', 'tagihin', 'gue', 'blokir']"
1797425375125061751,Mon Jun 03 00:29:38 +0000 2024,2,Pantesan orang2 demen ngutang ke pinjol Ada jokinya kalo galbay https://t.co/rZyOX9jUyp,1797425375125061751,https://pbs.twimg.com/media/GPG82WMa8AAcbW_.jpg,,in,,0,4,1,https://x.com/15DEATH/status/1797425375125061751,81755703,15DEATH,pantesan orang2 demen ngutang ke pinjol ada jokinya kalo galbay https://t.co/rzyox9juyp,pantesan orang demen ngutang ke pinjol ada jokinya kalo galbay,pantesan orang demen ngutang pinjol jokinya galbay,pantesan orang demen ngutang pinjol joki galbay,"['pantesan', 'orang', 'demen', 'ngutang', 'pinjol', 'joki', 'galbay']"
1797562340717850761,Mon Jun 03 09:33:53 +0000 2024,6748,gw nggak ngerokok ga miras ga pinjol ga judol. udah ya bebas aja dong duit gw mau dipake apa.,1797562340717850761,,,in,"Jakarta, Indonesia",25,53,2919,https://x.com/kotakmakan/status/1797562340717850761,19333068,kotakmakan,gw nggak ngerokok ga miras ga pinjol ga judol. udah ya bebas aja dong duit gw mau dipake apa.,gw nggak ngerokok ga miras ga pinjol ga judol  udah ya bebas aja dong duit gw mau dipake apa,gw ngerokok ga miras ga pinjol ga judol udah bebas duit gw dipake,gw ngerokok ga miras ga pinjol ga judol udah bebas duit gw dipake,"['gw', 'ngerokok', 'ga', 'miras', 'ga', 'pinjol', 'ga', 'judol', 'udah', 'bebas', 'duit', 'gw', 'dipake']"
1705117606771052620,Fri Sep 22 07:11:31 +0000 2023,5019,RT KERAS!! Tantangan pada @kurawa dan gerombolannnya! Kami bisa menemukan keluarga korban bunuh diri atas teror DC pinjol tsb asal dia atau @adakamiofficial bersedia mengganti rugi 20 miliar atas kehilangan nyawa kepala keluarga mereka! Cc: @Heraloebss https://t.co/G75ID71gO4,1705117606771052620,https://pbs.twimg.com/media/F6nLbVBbcAApuLo.jpg,,in,Indonesia,76,528,1874,https://x.com/PartaiSocmed/status/1705117606771052620,869327120,PartaiSocmed,rt keras!! tantangan pada @kurawa dan gerombolannnya! kami bisa menemukan keluarga korban bunuh diri atas teror dc pinjol tsb asal dia atau @adakamiofficial bersedia mengganti rugi 20 miliar atas kehilangan nyawa kepala keluarga mereka! cc: @heraloebss https://t.co/g75id71go4,rt keras   tantangan pada   dan gerombolannnya  kami bisa menemukan keluarga korban bunuh diri atas teror dc pinjol tsb asal dia atau   bersedia mengganti rugi  miliar atas kehilangan nyawa kepala keluarga mereka  cc,rt keras tantangan gerombolannnya menemukan keluarga korban bunuh teror dc pinjol tsb bersedia mengganti rugi miliar kehilangan nyawa kepala keluarga cc,rt keras tantang gerombolannnya temu keluarga korban bunuh teror dc pinjol tsb sedia ganti rugi miliar hilang nyawa kepala keluarga cc,"['rt', 'keras', 'tantang', 'gerombolannnya', 'temu', 'keluarga', 'korban', 'bunuh', 'teror', 'dc', 'pinjol', 'tsb', 'sedia', 'ganti', 'rugi', 'miliar', 'hilang', 'nyawa', 'kepala', 'keluarga', 'cc']"
1796767355978297514,Sat Jun 01 04:54:54 +0000 2024,745,Sekedar info hati-hati penipuan baru lagi pencuri data anda dan digunakan untuk transaksi pinjol Penjelasan nya ada di tread https://t.co/srblmcTZ9W,1796767355978297514,https://pbs.twimg.com/media/GO9mY2ZbQAAr6sQ.jpg,,in,"Bukit Kecil, Indonesia",5,2,101,https://x.com/Random_com88/status/1796767355978297514,1728447783844356096,Random_com88,sekedar info hati-hati penipuan baru lagi pencuri data anda dan digunakan untuk transaksi pinjol penjelasan nya ada di tread https://t.co/srblmctz9w,sekedar info hati hati penipuan baru lagi pencuri data anda dan digunakan untuk transaksi pinjol penjelasan nya ada di tread,sekedar info hati hati penipuan pencuri data transaksi pinjol penjelasan tread,dar info hati hati tipu curi data transaksi pinjol jelas tread,"['dar', 'info', 'hati', 'hati', 'tipu', 'curi', 'data', 'transaksi', 'pinjol', 'jelas', 'tread']"
1796770886349140385,Sat Jun 01 05:08:56 +0000 2024,2,Hallo selamat siang izin share min,1796770886349140385,,,in,,0,0,0,https://x.com/Aditya_Candraaa/status/1796770886349140385,1323915647730946048,Aditya_Candraaa,hallo selamat siang izin share min,hallo selamat siang izin share min,hallo selamat siang izin share min,hallo selamat siang izin share min,"['hallo', 'selamat', 'siang', 'izin', 'share', 'min']"
1796475646585217125,Fri May 31 09:35:45 +0000 2024,7,Yang abis hartanya habis sama pinjol itu bukan kaum menengah ke bawah tapi menengah ke atas. Ketika kamu punya pinjol percayalah status sosialmu yang sedang berada di atas akan hilang. Uangmu gajimu asetmu semuanya akan hilang. Bahkan rumah tanggamu bisa hancur. Total https://t.co/M58L6BB7hV,1796475646585217125,https://pbs.twimg.com/media/GO5dEugbIAA2yl3.jpg,,in,"Bandung, Jawa Barat",0,1,3,https://x.com/solusipinjoll/status/1796475646585217125,1382794203432853507,solusipinjoll,yang abis hartanya habis sama pinjol itu bukan kaum menengah ke bawah tapi menengah ke atas. ketika kamu punya pinjol percayalah status sosialmu yang sedang berada di atas akan hilang. uangmu gajimu asetmu semuanya akan hilang. bahkan rumah tanggamu bisa hancur. total https://t.co/m58l6bb7hv,yang abis hartanya habis sama pinjol itu bukan kaum menengah ke bawah tapi menengah ke atas  ketika kamu punya pinjol percayalah status sosialmu yang sedang berada di atas akan hilang  uangmu gajimu asetmu semuanya akan hilang  bahkan rumah tanggamu bisa hancur  total,abis hartanya habis pinjol kaum menengah menengah pinjol percayalah status sosialmu hilang uangmu gajimu asetmu hilang rumah tanggamu hancur total,abis harta habis pinjol kaum tengah tengah pinjol percaya status sosial hilang uang gaji aset hilang rumah tangga hancur total,"['abis', 'harta', 'habis', 'pinjol', 'kaum', 'tengah', 'tengah', 'pinjol', 'percaya', 'status', 'sosial', 'hilang', 'uang', 'gaji', 'aset', 'hilang', 'rumah', 'tangga', 'hancur', 'total']"
1797613645368828117,Mon Jun 03 12:57:45 +0000 2024,4,kalau gw makin gendut salahin rsj ya thank you buat pinjol favoriteku @awreennz_ @ddummyxx @preetypei @bangtanbotakkkk @cestzhei_ @yourndu @wIeowIeow https://t.co/h7ddsfdTbE,1797613645368828117,https://pbs.twimg.com/media/GPJoE_CbkAABYlc.jpg,,in,di angan-angan,0,4,0,https://x.com/issantejane/status/1797613645368828117,2956526712,issantejane,kalau gw makin gendut salahin rsj ya thank you buat pinjol favoriteku @awreennz_ @ddummyxx @preetypei @bangtanbotakkkk @cestzhei_ @yourndu @wieowieow https://t.co/h7ddsfdtbe,kalau gw makin gendut salahin rsj ya thank you buat pinjol favoriteku,gw gendut salahin rsj thank you pinjol favoriteku,gw gendut salahin rsj thank you pinjol favoriteku,"['gw', 'gendut', 'salahin', 'rsj', 'thank', 'you', 'pinjol', 'favoriteku']"
1798145664649711920,Wed Jun 05 00:11:49 +0000 2024,15,uyah ya asin om BPJS BAYAR 2JT TAPERA LISTRIK PINJOL JOKOWI LUHUT PBNU MUHAMMADIYAH https://t.co/o9QG677D8R,1798145664649711920,https://pbs.twimg.com/ext_tw_video_thumb/1798145334113337344/pu/img/YUUwZcVbP0u25uF0.jpg,,in,"Semarang, Jawa Tengah",0,2,1,https://x.com/caepriecrxn_/status/1798145664649711920,1378911463436288000,caepriecrxn_,uyah ya asin om bpjs bayar 2jt tapera listrik pinjol jokowi luhut pbnu muhammadiyah https://t.co/o9qg677d8r,uyah ya asin om bpjs bayar jt tapera listrik pinjol jokowi luhut pbnu muhammadiyah,uyah asin om bpjs bayar jt tapera listrik pinjol jokowi luhut pbnu muhammadiyah,uyah asin om bpjs bayar jt tapera listrik pinjol jokowi luhut pbnu muhammadiyah,"['uyah', 'asin', 'om', 'bpjs', 'bayar', 'jt', 'tapera', 'listrik', 'pinjol', 'jokowi', 'luhut', 'pbnu', 'muhammadiyah']"
1796051288955801877,Thu May 30 05:29:30 +0000 2024,15,Akhirnya perhutangan ini beres semua Dengan masih bayarin 6-7jtan di 3-4 bulan terakhir.. Terima kasih ya masa lalu sudah mengajarkan ku buat ga terlalu banyak berbuat baik pada orang lain apalagi minjemin akun pinjol https://t.co/PLnraaDmcl,1796051288955801877,https://pbs.twimg.com/media/GOzbH7ma4AACbD0.jpg,,in,,0,11,2,https://x.com/kenalinakuken/status/1796051288955801877,1434421719805034503,kenalinakuken,akhirnya perhutangan ini beres semua dengan masih bayarin 6-7jtan di 3-4 bulan terakhir.. terima kasih ya masa lalu sudah mengajarkan ku buat ga terlalu banyak berbuat baik pada orang lain apalagi minjemin akun pinjol https://t.co/plnraadmcl,akhirnya perhutangan ini beres semua dengan masih bayarin  jtan di   bulan terakhir   terima kasih ya masa lalu sudah mengajarkan ku buat ga terlalu banyak berbuat baik pada orang lain apalagi minjemin akun pinjol,perhutangan beres bayarin jtan terima kasih mengajarkan ku ga berbuat orang minjemin akun pinjol,hutang beres bayarin jtan terima kasih ajar ku ga buat orang minjemin akun pinjol,"['hutang', 'beres', 'bayarin', 'jtan', 'terima', 'kasih', 'ajar', 'ku', 'ga', 'buat', 'orang', 'minjemin', 'akun', 'pinjol']"
1797908006795108593,Tue Jun 04 08:27:26 +0000 2024,2,hidup ancur garagara pinjol gustii ,1797908006795108593,,,in,,0,0,0,https://x.com/thisischeese__/status/1797908006795108593,1605527441195536384,thisischeese__,hidup ancur garagara pinjol gustii ,hidup ancur garagara pinjol gustii,hidup ancur garagara pinjol gustii,hidup ancur garagara pinjol gusti,"['hidup', 'ancur', 'garagara', 'pinjol', 'gusti']"
1798137260174631305,Tue Jun 04 23:38:25 +0000 2024,11,Bea Cukai Ajak Para Calon PMI Pahami Peraturan Kepabeanan Hal ini perlu dilakukan sebagai bekal ilmu agar para calon PMI nantinya lancar bepergian lintas negara. negaranya dan tidak kehilangan fasilitas yang menjadi haknya. Bayar 2jt Mbappe Luhut Pinjol #Gajike13Cair Sumatera https://t.co/sfhTdQtjkP,1798137260174631305,https://pbs.twimg.com/media/GPRETrhaQAAIU57.jpg,,in,"DKI Jakarta, Indonesia",2,1,9,https://x.com/rasa2086/status/1798137260174631305,1290494259791933443,rasa2086,bea cukai ajak para calon pmi pahami peraturan kepabeanan hal ini perlu dilakukan sebagai bekal ilmu agar para calon pmi nantinya lancar bepergian lintas negara. negaranya dan tidak kehilangan fasilitas yang menjadi haknya. bayar 2jt mbappe luhut pinjol #gajike13cair sumatera https://t.co/sfhtdqtjkp,bea cukai ajak para calon pmi pahami peraturan kepabeanan hal ini perlu dilakukan sebagai bekal ilmu agar para calon pmi nantinya lancar bepergian lintas negara  negaranya dan tidak kehilangan fasilitas yang menjadi haknya  bayar jt mbappe luhut pinjol  gajikecair sumatera,bea cukai ajak calon pmi pahami peraturan kepabeanan bekal ilmu calon pmi lancar bepergian lintas negara negaranya kehilangan fasilitas haknya bayar jt mbappe luhut pinjol gajikecair sumatera,bea cukai ajak calon pmi paham atur pabean bekal ilmu calon pmi lancar pergi lintas negara negara hilang fasilitas hak bayar jt mbappe luhut pinjol gajikecair sumatera,"['bea', 'cukai', 'ajak', 'calon', 'pmi', 'paham', 'atur', 'pabean', 'bekal', 'ilmu', 'calon', 'pmi', 'lancar', 'pergi', 'lintas', 'negara', 'negara', 'hilang', 'fasilitas', 'hak', 'bayar', 'jt', 'mbappe', 'luhut', 'pinjol', 'gajikecair', 'sumatera']"
1798128714892681671,Tue Jun 04 23:04:27 +0000 2024,11,Tim gabungan Bea Cukai menggagalkan penyeludupan 15 9 juta batang rokok ilegal atau yang tidak dilekati pita cukai dalam dua operasi penindakan terpisah di perairan Provinsi Aceh. Bayar 2jt Mbappe Luhut Pinjol #Gajike13Cair Sumatera Innalillahi https://t.co/Mnknd1AZhW,1798128714892681671,https://pbs.twimg.com/media/GPQ8iWXaEAAdKkJ.jpg,,in,,1,1,9,https://x.com/Nidyna10/status/1798128714892681671,1710309382293004288,Nidyna10,tim gabungan bea cukai menggagalkan penyeludupan 15 9 juta batang rokok ilegal atau yang tidak dilekati pita cukai dalam dua operasi penindakan terpisah di perairan provinsi aceh. bayar 2jt mbappe luhut pinjol #gajike13cair sumatera innalillahi https://t.co/mnknd1azhw,tim gabungan bea cukai menggagalkan penyeludupan   juta batang rokok ilegal atau yang tidak dilekati pita cukai dalam dua operasi penindakan terpisah di perairan provinsi aceh  bayar jt mbappe luhut pinjol  gajikecair sumatera innalillahi,tim gabungan bea cukai menggagalkan penyeludupan juta batang rokok ilegal dilekati pita cukai operasi penindakan terpisah perairan provinsi aceh bayar jt mbappe luhut pinjol gajikecair sumatera innalillahi,tim gabung bea cukai gagal seludup juta batang rokok ilegal lekat pita cukai operasi tindak pisah air provinsi aceh bayar jt mbappe luhut pinjol gajikecair sumatera innalillahi,"['tim', 'gabung', 'bea', 'cukai', 'gagal', 'seludup', 'juta', 'batang', 'rokok', 'ilegal', 'lekat', 'pita', 'cukai', 'operasi', 'tindak', 'pisah', 'air', 'provinsi', 'aceh', 'bayar', 'jt', 'mbappe', 'luhut', 'pinjol', 'gajikecair', 'sumatera', 'innalillahi']"
1797908948319875391,Tue Jun 04 08:31:11 +0000 2024,4,Mau modal usaha? 1. Simak dulu videonya sampai abis 2. Daftar pinjol sebanyak-banyak. 3. Ambil semua pinjaman yang tidak berbunga sesuaikan dengan tanggal jatuh temponya. Selamat mencoba dan percayalah ga akan masuk penjara. https://t.co/tYX75KM4is,1797908948319875391,https://pbs.twimg.com/ext_tw_video_thumb/1797908765829918720/pu/img/mFnKQ8Jm6bZYk265.jpg,,in,"ÃT: 6.307611,6.744946",0,0,0,https://x.com/ethadisaputra/status/1797908948319875391,55300590,ethadisaputra,mau modal usaha? 1. simak dulu videonya sampai abis 2. daftar pinjol sebanyak-banyak. 3. ambil semua pinjaman yang tidak berbunga sesuaikan dengan tanggal jatuh temponya. selamat mencoba dan percayalah ga akan masuk penjara. https://t.co/tyx75km4is,mau modal usaha    simak dulu videonya sampai abis   daftar pinjol sebanyak banyak    ambil semua pinjaman yang tidak berbunga sesuaikan dengan tanggal jatuh temponya  selamat mencoba dan percayalah ga akan masuk penjara,modal usaha simak videonya abis daftar pinjol ambil pinjaman berbunga sesuaikan tanggal jatuh temponya selamat mencoba percayalah ga masuk penjara,modal usaha simak video abis daftar pinjol ambil pinjam bunga sesuai tanggal jatuh tempo selamat coba percaya ga masuk penjara,"['modal', 'usaha', 'simak', 'video', 'abis', 'daftar', 'pinjol', 'ambil', 'pinjam', 'bunga', 'sesuai', 'tanggal', 'jatuh', 'tempo', 'selamat', 'coba', 'percaya', 'ga', 'masuk', 'penjara']"
1798150392389476807,Wed Jun 05 00:30:36 +0000 2024,13,Menteri Perhubungan (Menhub) Budi Karya Sumadi mengatakan pembangunan jalan yang juga merupakan jalur kereta otonom tanpa rel atau Autonomous Rail Transit (ART) di Ibu Kota Negara (IKN) Nusantara telah selesai. ___ Bayar 2jt Mbappe Luhut Pinjol #Gajike13Cair Sumatera Innalillahi https://t.co/wF4hALbI8b,1798150392389476807,https://pbs.twimg.com/media/GPRQQH9aIAAOsI-.jpg,,in,Indonesia,2,2,11,https://x.com/Saodah1234/status/1798150392389476807,1272953532535062529,Saodah1234,menteri perhubungan (menhub) budi karya sumadi mengatakan pembangunan jalan yang juga merupakan jalur kereta otonom tanpa rel atau autonomous rail transit (art) di ibu kota negara (ikn) nusantara telah selesai. ___ bayar 2jt mbappe luhut pinjol #gajike13cair sumatera innalillahi https://t.co/wf4halbi8b,menteri perhubungan  menhub  budi karya sumadi mengatakan pembangunan jalan yang juga merupakan jalur kereta otonom tanpa rel atau autonomous rail transit  art  di ibu kota negara  ikn  nusantara telah selesai      bayar jt mbappe luhut pinjol  gajikecair sumatera innalillahi,menteri perhubungan menhub budi karya sumadi pembangunan jalan jalur kereta otonom rel autonomous rail transit art kota negara ikn nusantara selesai bayar jt mbappe luhut pinjol gajikecair sumatera innalillahi,menteri hubung menhub budi karya sumadi bangun jalan jalur kereta otonom rel autonomous rail transit art kota negara ikn nusantara selesai bayar jt mbappe luhut pinjol gajikecair sumatera innalillahi,"['menteri', 'hubung', 'menhub', 'budi', 'karya', 'sumadi', 'bangun', 'jalan', 'jalur', 'kereta', 'otonom', 'rel', 'autonomous', 'rail', 'transit', 'art', 'kota', 'negara', 'ikn', 'nusantara', 'selesai', 'bayar', 'jt', 'mbappe', 'luhut', 'pinjol', 'gajikecair', 'sumatera', 'innalillahi']"
1698673197619847574,Mon Sep 04 12:23:44 +0000 2023,6004,- Gak terima dibilang miskin ilmu tapi kalau debat bisanya ngatain fisik orang - Mahasiswa tapi matematika dasar level anak SD aja gak paham - Nulis skripsi pakai joki tapi paling ngamuk kalau diledekin SDM rendah - Guru digaji sangat kecil sampai banyak yang terjerat pinjol https://t.co/zaWiZ5N8rz,1698673197619847574,https://pbs.twimg.com/media/F5LmH9TaAAAMifY.jpg,,in,,456,343,1926,https://x.com/JennyJusuf/status/1698673197619847574,28747261,JennyJusuf,- gak terima dibilang miskin ilmu tapi kalau debat bisanya ngatain fisik orang - mahasiswa tapi matematika dasar level anak sd aja gak paham - nulis skripsi pakai joki tapi paling ngamuk kalau diledekin sdm rendah - guru digaji sangat kecil sampai banyak yang terjerat pinjol https://t.co/zawiz5n8rz,gak terima dibilang miskin ilmu tapi kalau debat bisanya ngatain fisik orang   mahasiswa tapi matematika dasar level anak sd aja gak paham   nulis skripsi pakai joki tapi paling ngamuk kalau diledekin sdm rendah   guru digaji sangat kecil sampai banyak yang terjerat pinjol,gak terima dibilang miskin ilmu debat bisanya ngatain fisik orang mahasiswa matematika dasar level anak sd gak paham nulis skripsi pakai joki ngamuk diledekin sdm rendah guru digaji terjerat pinjol,gak terima bilang miskin ilmu debat bisa ngatain fisik orang mahasiswa matematika dasar level anak sd gak paham nulis skripsi pakai joki ngamuk diledekin sdm rendah guru gaji jerat pinjol,"['gak', 'terima', 'bilang', 'miskin', 'ilmu', 'debat', 'bisa', 'ngatain', 'fisik', 'orang', 'mahasiswa', 'matematika', 'dasar', 'level', 'anak', 'sd', 'gak', 'paham', 'nulis', 'skripsi', 'pakai', 'joki', 'ngamuk', 'diledekin', 'sdm', 'rendah', 'guru', 'gaji', 'jerat', 'pinjol']"
